,min_hue,max_hue,mean_hue,std_hue,min_value,max_value,mean_value,std_value,n_contours,contour_area,centroid_x,centroid_y,perimeter,max_diameter,min_diameter,horizontal_asymmetry,vertical_asymmetry
IM_000541,-158.6467594741509,20.35324052584909,-151.22867360223918,2.6532534706464608,54.0,174.0,142.69085525845983,12.755769548304883,375,596073.5,2381,1586,64675,1071.28271484375,801.1988525390625,1.09,1.12
IM_000440,-241.0176852659703,-62.0176852659703,-230.49181632826784,31.19326363733123,50.0,255.0,169.90984874344048,36.26421028552357,1124,18896456.0,3589,2263,1091876,5366.900390625,4157.04443359375,0.98,0.98
IM_000482,-177.98250964751136,1.017490352488636,-166.79888795515893,2.0054536354031223,49.0,239.0,145.76126781041,17.9332852279573,1568,120602.0,509,380,161319,528.4228515625,430.6225280761719,1.54,1.4
IM_000422,-190.90665291328955,-11.906652913289548,-180.86418793295167,7.585558824347038,-1.0,246.0,116.5320664908494,36.804001748504376,1087,10696426.0,3241,2317,522062,3402.310302734375,3374.792724609375,0.85,0.86
IM_000778,-145.2415960874663,-134.2415960874663,-137.91845079763294,1.1883302500485102,85.0,181.0,140.024793696911,7.85833536216652,377,894971.0,2242,1540,68400,1465.6585693359375,945.036376953125,1.22,1.22
IM_000949,-228.2410383992591,-49.24103839925911,-219.47654295980323,2.4070978840817023,72.0,233.0,195.03127920843136,18.230878882798716,47,83707.5,1209,702,3851,299.0,251.0,0.8,0.78
IM_000334,-176.87368737530917,2.1263126246908257,-93.55325080947169,79.92653243421462,21.0,178.0,79.24393408004414,29.08439101229816,3473,771183.0,2128,1541,814505,1033.4154052734375,1017.2194213867188,1.1,1.12
IM_000576,-237.91066739099415,-58.91066739099415,-228.26138369368053,27.108935446534655,123.0,242.0,204.51218880339889,15.358646639918526,1491,135163.0,432,303,175330,553.3046875,534.7808837890625,1.73,1.75
IM_000934,-149.03268264579197,29.967317354208035,-141.87724581469757,4.276392340004067,65.0,198.0,151.07651868373378,8.999976169967658,424,895310.0,2209,1309,51822,1263.6051025390625,1119.5521240234375,1.3,1.23
IM_000567,-166.10551004741916,12.894489952580841,-157.09519055115018,4.457891573098377,78.0,244.0,145.98860654999152,11.593878263268415,3328,92606.5,1202,1998,1117633,1474.20068359375,1420.6385498046875,19.87,18.55
IM_000594,-179.35450779737124,-0.35450779737124094,-172.69280654955273,4.865595842853929,110.0,240.0,163.3170290659234,10.904770715834188,223,338087.0,1617,1001,23801,764.927978515625,729.3515625,1.39,1.32
IM_000530,-156.24148204106584,22.758517958934164,-143.966269382473,5.828445741621273,17.0,161.0,123.36035899653979,20.59397031714869,263,326972.0,2150,1499,40731,658.75244140625,554.9521484375,0.93,0.94
IM_000581,-134.48228319372805,44.51771680627195,-126.60271102251393,2.044097776906018,55.0,138.0,114.59126870060064,9.185121477226298,345,505657.5,2246,1349,59588,941.4047241210938,832.2662353515625,1.29,1.27
IM_000707,-168.59601873025295,10.40398126974705,-141.58672075624213,50.20007051754491,15.0,195.0,131.74162542360486,23.528560085438773,1383,306061.5,544,406,266865,799.166015625,554.9383544921875,1.27,1.28
IM_000448,-183.1551889050882,-4.15518890508821,-174.7298317780027,9.307786047981034,61.0,212.0,154.48317142896443,12.45784623192506,975,1323332.0,1121,1166,188190,2014.7252197265625,866.5145263671875,1.08,1.1
IM_000453,-179.20062877121504,-164.20062877121504,-171.33973635234602,1.5124393521370665,107.0,194.0,160.7046328416943,6.236707298600986,342,748957.5,2238,1350,79265,1171.999755859375,843.9998779296875,1.16,1.11
IM_000228,-196.64439822312315,-17.644398223123147,-137.85275181053817,75.67875029031391,-7.0,247.0,78.29244294234032,44.851251487818,772,8811010.5,3589,2511,518603,4419.99755859375,3147.887451171875,1.29,1.29
IM_000352,-203.63026418330503,-24.63026418330503,-191.780500177146,2.00128950440375,124.0,217.0,194.7159217848984,8.585949492516036,1087,244996.0,505,344,147766,529.6068115234375,495.88848876953125,0.95,0.95
IM_000728,-171.49997367061306,-161.49997367061306,-164.73681003651544,1.1113213558308759,110.0,187.0,156.897256148222,8.75153724987692,1802,478857.0,1505,1114,255040,742.2710571289062,682.052734375,0.91,0.91
IM_000212,-189.57564341274121,-174.57564341274121,-179.70182930805075,1.1782391152203469,86.0,244.0,161.92795454279369,10.365781984548006,1561,273943.5,557,391,264292,651.866455078125,531.4133911132812,1.01,0.98
IM_000079,-157.99799718909293,21.002002810907072,-148.17664242888978,19.483566729955466,51.0,192.0,135.93906090046934,15.110105065425333,1606,219922.0,548,345,184013,506.472900390625,441.7131652832031,0.83,0.81
IM_000302,-189.48346536137376,-175.48346536137376,-182.25178234373942,2.4161401065043617,101.0,204.0,168.13881647365855,11.234099284079052,244,479620.5,1945,1328,43510,724.0,647.0,0.8,0.78
IM_000628,-246.64761103567955,-67.64761103567955,-241.57283135525284,12.726876210385797,53.0,254.0,187.03994523545634,47.48929829500805,1392,196676.0,760,506,359743,824.551025390625,553.3555297851562,2.09,2.09
IM_000506,-201.65263883612624,-22.652638836126243,-188.32429876585067,18.49983265717329,6.0,200.0,143.24243745211487,37.18101365773601,704,66271.0,556,358,58533,369.6644287109375,268.0867614746094,1.27,1.27
IM_000342,-218.18499862182236,-39.18499862182236,-105.3516837533297,78.72490185051986,-3.0,234.0,70.55214339718151,41.65832743351714,375,1900125.5,2994,1894,154922,2001.588134765625,1422.3060302734375,1.26,1.26
IM_000485,-186.43986830892356,-165.43986830892356,-173.2795701706603,2.473012331253186,70.0,178.0,147.53502148157793,15.52312355246463,548,18060.0,479,382,27452,344.8174133300781,132.46339416503906,2.09,2.18
IM_000711,-192.72644292085013,-13.726442920850133,-185.21900307729948,3.468472408070349,98.0,195.0,170.7247028967971,13.176085401797668,935,158549.0,443,431,151034,633.2941284179688,329.0623474121094,1.03,1.06
IM_000133,-182.01958566310793,-3.0195856631079323,-172.48269137280383,2.3502879921957,52.0,232.0,156.09028330136152,13.52727281053484,257,415061.0,2151,1851,24620,977.9998779296875,736.9998779296875,1.35,1.38
IM_000703,-195.27920759752428,-16.279207597524277,-183.48073945429084,9.375672407407295,53.0,242.0,145.83676456239633,24.007439424743815,837,127697.5,534,367,71105,344.97906494140625,327.65289306640625,0.76,0.77
IM_000311,-190.21529700603222,-11.215297006032216,-178.65182944832594,3.9550791809186054,108.0,231.0,183.16501099941797,13.165570740561558,3325,452471.5,1527,991,730234,1143.9122314453125,1044.1055908203125,1.81,1.94
IM_000722,-250.03157188176726,-71.03157188176726,-159.5525855452326,79.56712469392626,-71.0,95.0,-13.044385713111488,33.90971457109075,1101,205224.5,531,246,147291,472.1385192871094,459.8259582519531,0.9,0.89
IM_000629,-159.5442922255915,19.455707774408495,-130.0819995431897,62.437526353213144,30.0,208.0,166.58414861214254,16.843643694072785,692,100983.0,520,433,61284,348.89581298828125,335.1597900390625,1.03,1.03
IM_000000,-184.92968581404486,-166.92968581404486,-174.63170633396678,2.5740969328892844,66.0,197.0,165.82444766161012,18.091679347650203,1050,58819.0,555,375,71599,340.4247131347656,293.83294677734375,1.33,1.29
IM_000316,-168.08968482202363,10.910315177976372,-155.2586383680643,28.323215761612367,42.0,170.0,115.8817159861134,29.047652880034768,518,22734.5,466,423,30008,197.86659240722656,177.76705932617188,1.27,1.35
IM_000872,-229.22579182775027,-50.22579182775027,-199.7488839163999,63.513668330226146,21.0,254.0,147.889772472118,44.107320416527024,689,8743344.0,3528,2170,373832,3302.304931640625,3238.01611328125,1.02,1.02
IM_000477,-162.35927082760517,16.640729172394828,-153.66294403041977,2.3066029344828944,32.0,186.0,123.34729599412206,23.230570683258847,254,340703.5,2326,1638,25113,796.9658203125,645.6846923828125,1.25,1.23
IM_000404,-196.4649676834489,-185.4649676834489,-190.79663716068322,1.6146396270239531,90.0,215.0,153.76536256323777,14.759142851753404,245,62389.0,1544,998,16691,349.915283203125,245.74618530273438,1.04,1.03
IM_000172,-214.94659763831268,-35.94659763831268,-201.28357329626644,40.31013201322685,-96.0,41.0,-15.968000538938291,32.664173913480546,1578,176860.5,487,420,218141,655.5064086914062,483.2294616699219,1.42,1.42
IM_000125,-199.26597301996537,-20.265973019965372,-163.34205290162208,62.87006979754872,3.0,152.0,49.206153846153846,34.17646492880131,677,65009.5,979,743,73657,436.2955017089844,222.9910125732422,1.13,1.13
IM_000394,-182.74331292677184,-3.7433129267718357,-170.99633087810943,11.485605128706151,8.0,221.0,126.89256301732586,29.618718501142894,1085,235565.0,503,378,139324,502.4858703613281,500.88043212890625,0.9,0.9
IM_000420,-208.68167832010485,-29.68167832010485,-147.71258151354013,78.67930337847939,32.0,216.0,127.16775511332882,32.715670559735976,1429,235693.0,558,433,239797,608.6371459960938,557.5881958007812,1.18,1.19
IM_000552,-196.24404877548804,-17.24404877548804,-185.19536070907395,15.6001535273138,39.0,200.0,128.39739948622525,28.449218893648005,1053,186959.5,539,388,119957,442.612060546875,391.1234436035156,0.77,0.8
IM_000090,-203.39039563900363,-24.39039563900363,-195.88823660903452,14.231827190969085,1.0,247.0,54.42771162134642,44.0617249211711,586,5903649.5,3130,1736,249601,2680.59912109375,2514.643310546875,0.9,0.94
IM_000939,-201.95060370263778,-22.95060370263778,-80.22394279783606,72.96266433382037,-121.0,77.0,-43.831876337154114,36.876014547726506,764,105761.5,437,334,63141,332.1792297363281,306.82952880859375,0.8,0.81
IM_000181,-221.78075337076447,-42.78075337076447,-211.66930634110258,2.6883439269025184,-39.0,61.0,37.51285324086376,14.665891637648562,342,361545.5,1587,1011,28235,598.4401245117188,532.7449951171875,0.7,0.75
IM_000895,-172.09458768936415,-158.09458768936415,-165.21129475601643,2.4219864538237323,50.0,162.0,103.67286819311708,23.202647023423697,138,129889.5,2231,1390,25318,502.0,466.0,1.48,1.49
IM_000291,-181.10461600272907,-2.104616002729074,-173.19856208596133,21.328433316825674,42.0,206.0,150.53378216287715,31.038094856285625,1574,394250.5,1928,1302,375058,859.7938232421875,679.21630859375,1.26,1.26
IM_000131,-176.37400310426258,-164.37400310426258,-169.9696296655516,1.2810624499601115,126.0,182.0,163.8527872854943,5.657268140093789,334,306916.0,1628,865,54382,679.9998779296875,560.9998779296875,1.0,1.01
IM_000300,-208.55588273126975,-191.55588273126975,-199.00636374349438,1.8834964843011839,77.0,203.0,141.12535272802035,23.21508099482321,3472,1085244.0,1364,1012,974841,1726.3416748046875,900.685546875,1.13,1.13
IM_000326,-142.82796592214115,36.172034077858854,-125.6031013014367,41.688363140159304,-155.0,44.0,-64.87933979554222,28.017097875710245,1559,532668.5,1577,1041,268165,823.7568359375,595.5299682617188,0.87,0.86
IM_000144,-145.20689252957797,33.79310747042203,-138.24952455911406,3.0897475354058943,16.0,143.0,76.28357590026219,29.040092574879807,226,82313.5,1530,1024,16242,311.99993896484375,303.99993896484375,0.93,0.97
IM_000423,-192.0362922337388,-176.0362922337388,-181.51021394808245,1.405832369217382,85.0,197.0,164.97370767251485,15.669905319804396,2462,147156.0,2584,786,507175,1565.361083984375,990.7029418945312,8.07,8.74
IM_000580,-153.95270072992702,25.047299270072983,-142.3042667648172,3.9186366985067367,101.0,199.0,141.33934945452717,10.870248576575062,488,32584.5,565,396,34411,278.05963134765625,202.51531982421875,1.49,1.48
IM_000135,-244.57987179738498,-65.57987179738498,-235.24720743752331,9.623691507415762,22.0,227.0,135.071169550173,51.7378454437185,753,19494.5,516,395,77595,329.8379821777344,286.54205322265625,4.03,3.97
IM_000450,-202.1405120304441,-23.140512030444114,-195.63752308824735,2.0013159531507183,179.0,241.0,208.67030128879424,8.962849444618515,1106,138276.0,1978,1346,119901,422.8797607421875,370.29345703125,0.96,0.95
IM_000164,-227.98317335730627,-48.98317335730627,-222.52899037437956,11.060897980521954,29.0,250.0,132.46092179756005,41.08780001377939,809,7860750.5,4168,2088,506016,4284.1962890625,1898.2418212890625,0.85,0.8
IM_000028,-179.87756464259417,-0.8775646425941659,-173.4167021092743,12.043555782865408,57.0,248.0,167.58802356616224,12.899737397400362,3400,1216620.5,2118,1263,1350201,2080.685791015625,1432.3084716796875,2.02,1.97
IM_000773,-189.39697256385998,-10.396972563859975,-167.60685120326292,51.21166468747215,-61.0,60.0,2.3887905175410937,15.679989203617158,1097,415022.0,547,331,110154,624.7789306640625,526.2214965820312,0.65,0.66
IM_000193,-218.09734413212013,-39.09734413212013,-194.9501448587685,50.32492121203407,-27.0,72.0,39.36576611316519,16.138808082882324,3717,2924675.5,1569,989,1366110,2010.990234375,1434.7283935546875,0.79,0.79
IM_000388,-163.9285402583372,15.071459741662807,-154.83420974788876,17.164265754249662,80.0,174.0,146.1909005237616,11.677342747581418,1925,304202.5,2164,1334,434774,955.9030151367188,616.5606079101562,1.55,1.63
IM_000169,-188.9534470543503,-172.9534470543503,-182.80973718729777,1.7724858704419841,105.0,236.0,189.7852039432034,17.13380793800557,736,49339.5,509,420,60336,316.7491760253906,252.31336975097656,1.29,1.27
IM_000705,-184.07018739594406,-5.07018739594406,-173.3445559894812,2.156166589953681,24.0,177.0,120.87263983660982,25.986676616713513,1670,497899.5,1110,800,338825,826.30224609375,754.5287475585938,1.02,0.99
IM_000173,-216.82538809066375,-207.82538809066375,-211.67920397114102,1.005361153061563,169.0,233.0,205.8720582924784,4.9956715260609315,258,305009.0,2052,1285,22168,879.2252197265625,511.57275390625,1.25,1.25
IM_000006,-185.35916642426915,-8.359166424269148,-170.8951536144104,1.889446855506771,141.0,240.0,192.91434825789975,14.850028983872813,1183,155808.5,598,438,228609,758.165283203125,419.4814758300781,1.75,1.76
IM_000745,-175.2389924603288,-166.2389924603288,-170.5496465915387,1.0342880129081071,119.0,178.0,161.6748623344593,6.8482494009567505,325,563050.0,2208,1666,58306,992.4564208984375,789.5198974609375,1.13,1.06
IM_000478,-192.44695719922908,-13.446957199229075,-178.7435420080597,31.20262526883001,14.0,186.0,107.7144863431729,30.607617743219432,1089,177479.5,519,366,130726,507.2588806152344,418.68426513671875,0.94,0.93
IM_000073,-171.94317290896487,7.056827091035132,-161.39779285712797,17.170084740376783,43.0,224.0,158.60659468494612,18.247741824431536,4288,2356486.5,2211,1396,1980234,2530.311767578125,1467.86376953125,1.38,1.4
IM_000910,-157.56336836802046,-146.56336836802046,-151.19903494981796,1.4774295544115341,52.0,150.0,106.20119861336885,21.153844948995573,1549,221073.0,1532,1037,222375,661.0767822265625,434.6145935058594,1.01,1.02
IM_000813,-244.87220673133567,-214.87220673133567,-233.92013909352096,2.5925249357527895,105.0,242.0,224.46657146479643,19.633513133004474,1006,26842.5,596,326,136086,462.13836669921875,417.04010009765625,6.7,5.99
IM_000238,-212.01286301224218,-33.01286301224218,-201.2393202195368,11.436986010620195,-77.0,91.0,25.817999766691294,30.46686555071142,1647,421389.5,504,386,245326,638.8510131835938,541.7251586914062,0.68,0.66
IM_000145,-170.34448411667057,8.655515883329429,-163.65473659524574,6.1499783730802555,62.0,193.0,147.8169530331037,19.393449194085303,376,663405.0,2269,1743,53614,1227.703369140625,893.693603515625,1.28,1.33
IM_000792,-195.29713843961497,-16.29713843961497,-183.67317809867902,18.278726522119193,-1.0,182.0,114.79753058427036,48.22543365761831,872,67801.0,449,340,94424,435.13323974609375,305.75872802734375,1.61,1.58
IM_000234,-155.47207685433693,23.527923145663067,-148.32451403659374,20.762592879407226,53.0,159.0,111.98830542335992,19.155865652968913,158,61749.0,1577,1074,16586,351.99993896484375,233.99996948242188,1.03,1.02
IM_000220,-111.01697401859859,67.98302598140141,-103.15678489537609,2.3318177543374254,26.0,111.0,84.21771824439865,16.50923767047273,202,266851.5,2193,1320,23111,603.0,578.0,1.07,1.08
IM_000923,-199.73828291270402,-20.738282912704022,-156.50479959025816,67.00942940378377,-107.0,68.0,4.771074851554654,39.94027352592696,1807,500291.5,693,532,317027,769.5966796875,730.0942993164062,0.95,0.95
IM_000500,-157.20737800704973,-145.20737800704973,-150.94312617319272,1.9077568039178439,60.0,157.0,118.70844218854968,18.19092676288528,123,195738.0,2109,1397,10858,465.99993896484375,400.99993896484375,0.83,0.83
IM_000132,-163.12115139422986,15.878848605770145,-152.48252416154676,16.73901704648389,11.0,193.0,112.52236797521661,25.883846573118145,847,57699.5,578,395,93107,453.2535400390625,308.14593505859375,1.99,2.07
IM_000774,-177.47761611876365,1.522383881236351,-172.2568790110727,2.6603887405958297,44.0,173.0,112.5498986977396,27.529387815152287,441,583814.0,1660,1030,53327,968.0,798.0,1.03,1.11
IM_000185,-143.57673677415121,35.423263225848785,-132.6592612721557,2.5233117099317757,18.0,144.0,105.58868199959623,23.17398560231286,214,168137.5,1444,973,18872,561.8596801757812,468.27734375,1.29,1.3
IM_000041,-209.48066290976396,-30.480662909763964,-200.98245772474283,1.3359578822925855,99.0,210.0,185.56580136017317,10.46723636419403,338,708553.5,2305,1457,42472,939.5777587890625,869.646484375,0.92,0.88
IM_000696,-176.95306800312048,2.046931996879522,-165.82715950017078,2.862884198663548,59.0,207.0,140.41123498396163,6.490930005658058,2084,433547.5,1856,1633,362723,816.53857421875,600.9678955078125,0.88,0.88
IM_000108,-156.82982472003704,22.17017527996296,-148.87684211488053,1.773289951045923,102.0,207.0,151.94992125426907,11.381151504368393,714,70269.0,513,342,53069,306.8785705566406,258.7220458984375,0.91,0.93
IM_000588,-233.23591736989098,-54.235917369890984,-106.25433164846721,29.069429368877675,-32.0,120.0,40.55142115349343,28.00742561114091,2412,678590.5,766,561,529572,1116.0936279296875,799.3245849609375,1.05,1.04
IM_000405,-183.04682084907716,-4.046820849077164,-173.86093791429556,3.3177240957502114,53.0,178.0,132.05982397171823,23.82763848733608,291,103779.5,1570,1014,15064,407.01654052734375,359.9378967285156,1.22,1.23
IM_000442,-201.98851751854266,-22.988517518542665,-194.74680500850852,2.6441721511085174,93.0,227.0,170.79335193694502,15.418527331828395,4309,628823.0,1589,1044,894558,1050.0400390625,1039.3157958984375,1.41,1.38
IM_000757,-187.8921329760113,-8.892132976011311,-176.29387596285707,5.341456073811745,-2.0,189.0,137.05647404871075,31.692972272733925,1387,269586.0,523,425,211607,570.484375,509.898193359375,0.88,0.88
IM_000997,-196.2478918094261,-180.2478918094261,-186.68561471132674,2.731922939963196,8.0,174.0,84.63491490226176,39.217243273353404,398,17302.5,477,389,21642,176.73065185546875,165.82180786132812,1.44,1.42
IM_000024,-183.94414808973647,-4.944148089736473,-58.946379719320596,75.44673820070365,-143.0,96.0,-61.1404087066896,44.926672773371315,2322,862123.0,1591,956,645255,1378.5577392578125,838.1709594726562,1.12,1.08
IM_000467,-183.90527338871433,-4.905273388714335,-176.44487763875523,2.2114504275930367,19.0,183.0,145.91379391045893,34.48657956362992,323,114640.5,1506,991,23378,545.270263671875,441.5413818359375,1.71,1.59
IM_000531,-109.0675873104216,69.9324126895784,-95.72287685593007,17.08816212195227,79.0,218.0,168.6320309718761,17.448546470856563,674,64029.0,564,410,48154,388.9296569824219,233.72547912597656,1.2,1.2
IM_000618,-146.96327065366978,-132.96327065366978,-139.077040631587,2.090614111314326,33.0,141.0,92.13408729395725,22.344253115727355,153,177648.0,1724,925,19272,540.0,390.0,0.97,0.97
IM_000694,-203.4377451980262,-24.437745198026192,-195.67208999480263,4.4445262616942856,85.0,205.0,160.94373877782456,23.73448482821825,2620,682680.5,2097,1552,479776,914.0299682617188,753.4541015625,0.73,0.84
IM_000926,-187.0948733570098,-8.094873357009789,-166.3043297738234,53.45306961792817,-69.0,62.0,3.556988125992463,6.768162471784052,385,1375821.5,2047,1322,64695,1796.0079345703125,1120.7467041015625,1.17,1.17
IM_000338,-220.26883085470524,-41.26883085470524,-210.60312646117717,8.912433831900822,61.0,197.0,136.535154938763,23.147815063695788,885,72051.0,578,378,90037,381.9565124511719,368.4368896484375,1.58,1.61
IM_000051,-212.5437097417462,-33.5437097417462,-199.93817219845533,3.329442679047542,-2.0,237.0,161.15960504015916,49.050168981479665,575,55650.5,469,376,45508,322.13751220703125,219.25555419921875,1.06,1.06
IM_000507,-195.48912598002624,-16.489125980026245,-187.98837732185206,6.849145910075945,141.0,230.0,196.4361912879224,14.281439120362972,686,60452.0,1527,1045,59288,362.5603942871094,308.19091796875,1.56,1.5
IM_000516,-203.49023191131226,-24.490231911312264,-197.18483734214212,1.607484659798066,116.0,247.0,177.32037131046485,12.71364794246621,267,634426.0,1871,1163,32031,951.0,695.0,0.9,0.91
IM_000920,-145.19613692065823,33.80386307934177,-40.43368677794254,82.84261259729031,-46.0,28.0,-0.729432073674577,7.32659319990363,2859,1107420.0,1144,1020,863533,1444.4609375,1231.405029296875,1.41,1.39
IM_000781,-191.28180145968076,-12.281801459680764,-135.88309722584015,81.59165991530558,-48.0,24.0,-3.7908693686906734,10.427968317507446,619,18727.5,1523,936,33843,230.8518524169922,208.6215057373047,2.19,2.06
IM_000264,-166.2149841896739,12.785015810326087,-57.53408691834853,80.78750247258039,-48.0,38.0,13.433815598284884,9.101385471443052,2498,903923.5,860,488,849788,1358.7640380859375,829.287353515625,1.08,1.08
IM_000710,-188.94917061299466,-172.94917061299466,-178.74480534038432,1.6225265825561412,56.0,244.0,163.53763367551667,17.464000769052394,1227,122651.0,509,329,105049,482.9908752441406,341.52886962890625,1.06,1.09
IM_000682,-156.88782365461017,22.112176345389827,-148.99027560803873,8.557465940024253,52.0,163.0,144.5596113048078,9.703402465392834,4983,4150413.0,2129,1759,2867758,2704.01708984375,1727.1510009765625,1.0,1.0
IM_000832,-219.82341297810356,-208.82341297810356,-212.17268409696726,1.2113270405256238,117.0,230.0,171.59874158983305,17.91486027577331,453,37317.5,360,317,29107,213.48953247070312,203.8067626953125,1.06,0.95
IM_000518,-155.08081240980582,23.919187590194184,-147.6478182158229,12.367968280691496,31.0,181.0,122.97473138828725,16.060648172135082,259,494684.0,1494,1078,31633,726.806396484375,594.2318725585938,0.7,0.7
IM_000447,-212.6412172496827,-201.6412172496827,-205.79532388073073,1.3793418845118748,72.0,213.0,173.39287751702838,18.17853303522869,2167,365358.5,1686,1016,331745,785.447509765625,767.8175659179688,1.25,1.25
IM_000018,-167.10789420456214,11.892105795437857,-159.40366442411846,1.824596035139311,105.0,216.0,159.54831713010844,6.441712268065943,382,895703.5,1922,1767,94284,1181.1708984375,1015.9302978515625,1.07,1.16
IM_000715,-169.16873077390431,-141.16873077390431,-159.2042631381732,3.128854442281767,76.0,148.0,129.4652068579948,6.697160408164417,1146,195401.0,533,343,150774,495.8263854980469,440.8963623046875,0.93,0.88
IM_000483,-191.78542798165782,-12.785427981657818,-177.65576920704532,22.52763044004503,-3.0,212.0,148.04475447579122,32.51244871414658,877,97957.0,619,419,138183,525.122314453125,349.084716796875,1.52,1.53
IM_000568,-177.95421305404633,-168.95421305404633,-172.6536358722809,1.4582847244007744,104.0,240.0,165.54976384111671,9.881594256214864,309,766485.5,2204,1760,50733,1071.01806640625,839.7278442382812,1.03,0.93
IM_000433,-192.315532938648,-13.315532938648005,-184.62669806695823,4.069754062718347,74.0,248.0,172.79836021916628,11.858944246771115,3997,2354950.5,2099,1588,1732567,2474.205810546875,1390.5269775390625,1.3,1.31
IM_000367,-173.18097208540752,5.819027914592482,-159.06079235438855,32.81028183139564,-55.0,52.0,14.75525497799526,17.137384680541885,994,114888.0,456,401,103872,465.16668701171875,375.4971923828125,1.26,1.25
IM_000083,-163.22970143850966,15.770298561490335,-154.12596978604736,2.1524655898503005,57.0,181.0,132.5656042850379,16.275936798323222,362,533468.5,2234,1350,62726,956.589599609375,907.7720336914062,1.31,1.33
IM_000061,-216.0412047185539,-205.0412047185539,-209.31599851598043,1.204991302994114,172.0,247.0,214.50442098317387,8.713904495698443,422,41213.5,321,294,25801,207.48011779785156,195.07183837890625,0.78,0.78
IM_000638,-186.99999685419095,-7.999996854190954,-176.92323976490232,23.379170929932943,-128.0,9.0,-70.60265937838263,25.252649566671614,1980,402764.5,798,537,426760,1171.091796875,496.7455139160156,1.14,1.08
IM_000272,-169.84471397738176,-154.84471397738176,-159.17030128843103,1.0271441979515057,70.0,188.0,150.7499672395674,6.97198162392565,2130,607966.5,1445,856,781207,1302.46337890625,752.0560302734375,1.31,1.31
IM_000285,-184.2851007803035,-5.285100780303509,-171.46822767480748,5.164024771412775,-100.0,32.0,-20.35319762264482,19.291878617702984,5124,1565281.5,1619,1333,1505135,2617.77197265625,1429.294189453125,1.87,1.78
IM_000360,-182.0108734562736,-3.0108734562736004,-169.4097997745002,35.969783185751965,36.0,172.0,87.61395207501302,36.62948127333277,99,85316.0,1976,1289,8960,362.0,262.0,0.91,0.91
IM_000354,-201.07388109216635,-22.073881092166346,-188.49144893424693,30.93305910066072,-116.0,81.0,-8.346838494516406,22.264624905256174,4468,4604218.5,1666,1190,3080203,3008.324951171875,1644.6689453125,0.87,0.88
IM_000456,-178.75939796842422,-160.75939796842422,-167.10987048685993,1.702702970388942,103.0,196.0,172.0715316068323,8.79759722831814,910,49674.0,504,349,76591,371.722412109375,298.6964416503906,1.77,1.8
IM_000278,-239.95109324146046,-60.951093241460455,-142.8870111625773,85.44736562915136,64.0,247.0,161.4968657614356,40.110683617883666,928,160829.0,543,365,130151,560.5036010742188,412.3519287109375,1.25,1.14
IM_000012,-190.72601969796017,-177.72601969796017,-182.55293164127903,1.5438483044687432,114.0,196.0,171.31142777936896,9.800506689691007,612,1867318.5,2250,1352,176919,2113.40625,1800.1649169921875,1.53,1.71
IM_000182,-149.90119383868227,29.098806161317725,-143.13680366433,8.242486966889084,93.0,153.0,133.08926389115203,12.008907213924418,495,118303.5,2203,1404,31500,417.99993896484375,274.99993896484375,0.86,0.91
IM_000881,-186.17321051951814,-169.17321051951814,-175.88682438298912,1.8710413446312664,97.0,221.0,172.0218160989895,10.779460702619547,392,313395.0,1672,908,35744,815.5219116210938,572.2396850585938,1.26,1.27
IM_000615,-162.92255871975095,16.077441280249047,-156.59433108372605,5.4295571416533495,-49.0,60.0,-7.032224021667886,4.816362816704653,530,2061079.0,2215,1409,124787,1577.2841796875,1439.4312744140625,0.92,0.91
IM_000223,-222.4886322769262,-43.48863227692621,-213.4956159013375,2.791773929781949,92.0,236.0,175.18714316991426,21.134825645710144,1312,247984.5,467,372,179569,487.2234191894531,460.7323913574219,0.78,0.76
IM_000572,-150.42109371320421,-139.42109371320421,-143.9958152191786,1.486664596269903,74.0,195.0,129.4054974130812,18.278829731129317,180,161229.0,2129,1002,25634,603.0,532.0,1.7,1.69
IM_000970,-193.97529468786732,-14.975294687867319,-171.7361418036835,49.84530634178807,-143.0,21.0,-43.578166817152095,29.96259584527799,1208,135567.5,414,346,156109,529.8744506835938,478.0743713378906,1.47,1.5
IM_000653,-229.8848948066794,-50.8848948066794,-226.12625353995398,8.306395332073135,41.0,244.0,156.14682468352763,30.54734396708296,686,4475243.5,3494,2351,238111,2696.41845703125,2565.39990234375,1.21,1.23
IM_000545,-180.12642439782445,-1.1264243978244508,-166.74930444317482,3.5702178343601725,69.0,225.0,177.85867151331917,15.300415203847397,4883,1789090.5,1613,1153,1561383,1781.422119140625,1573.1064453125,1.24,1.23
IM_000582,-155.2589121519169,23.74108784808311,-147.54712944205826,1.7097805952129796,127.0,191.0,152.2500887655538,2.913239259881513,1631,250537.0,2010,1464,273011,878.87451171875,746.5332641601562,2.28,2.27
IM_000633,-219.32386582678407,-40.32386582678407,-176.48400978050006,67.5260475784146,22.0,240.0,88.08734255062296,38.470005489674506,1554,566628.0,1583,1099,330593,801.1956787109375,695.68701171875,0.82,0.82
IM_000176,-147.1290754761623,29.870924523837687,-134.14004723454772,2.220853142615872,94.0,162.0,140.60573362857556,6.883147783205812,1010,82795.5,574,379,87748,467.02423095703125,358.4623107910156,1.56,1.55
IM_000665,-164.25532402770793,12.744675972292072,-152.7808981314513,2.0103657303037417,129.0,167.0,154.95386281806122,3.764810169381811,1595,495017.0,1444,999,397905,991.485595703125,593.2421264648438,0.94,1.0
